epoch,train_total,val_total,train_hard,train_soft,train_feat,val_hard,val_soft,val_feat
1,0.48852609753608706,0.4405048174990548,0.47571546530723574,0.10096853238344193,0.4174490413665771,0.43967476542349215,0.10755006555053923,0.33489153285821277
2,0.36419161534309386,0.4529200041735614,0.3304849146604538,0.12537538385391236,0.317465198636055,0.41007272374850734,0.273732272701131,0.2791647188089512
3,0.3209157065153122,0.30426939990785384,0.2834150130748749,0.14548720693588257,0.26293010866641997,0.2545562069173212,0.19327259284478646,0.22699426224938146
4,0.29946323060989377,0.23264100982083213,0.2664362289905548,0.13865604269504547,0.23787019002437593,0.18661184940073225,0.14802779616029174,0.19201457941973651
5,0.2675569415092468,0.3134441403327165,0.2306519944667816,0.1399408732652664,0.21372760796546936,0.2843059792562767,0.17049078119021874,0.21094240137824305
6,0.2632288695573807,0.24104037218623692,0.22583693277835845,0.14188378250598907,0.20859293401241302,0.18913181402065135,0.17103640266038753,0.19112392597728306
7,0.2516509680747986,0.24228468040625253,0.21225600802898406,0.1424255948662758,0.20114694213867187,0.1955472222632832,0.1602584101535656,0.19108033345805275
8,0.2504209907054901,0.2816685603724586,0.21099932038784028,0.14324625331163407,0.19915862917900085,0.2381157715011526,0.17035015755229527,0.2129415836599138
9,0.237286234498024,0.2334274489570547,0.19606266593933105,0.1424754781126976,0.19099907433986663,0.19001371772200973,0.1532731001023893,0.18145305304615586
10,0.23318612909317016,0.2268239739868376,0.1895174258351326,0.14592320126295089,0.1891565577983856,0.1797843180872776,0.15707876726433082,0.17950439949830374
11,0.23005908834934236,0.24063604849356193,0.1857668135166168,0.14507014709711075,0.18833757734298706,0.19682583654368366,0.15912260308309836,0.18373727080998598
12,0.22682505559921265,0.22031306447806182,0.18249732893705367,0.1455433743596077,0.18471303725242616,0.16809932280469825,0.16575979524188572,0.17638533148500654
13,0.22441947197914122,0.22582148291446544,0.17839071422815322,0.1466734238266945,0.18514648032188416,0.1790396339363522,0.15741512206969438,0.177564008920281
14,0.22361660265922548,0.2291353052413022,0.17852620029449462,0.1459091368317604,0.1829183977842331,0.18449668061954003,0.15736404282075386,0.17592805403250236
15,0.22389128255844115,0.22188026595998694,0.17808279490470885,0.14818747007846833,0.1825902760028839,0.1747433512851044,0.15624625677311862,0.1756201403008567
16,0.22565845704078674,0.22415271677352763,0.18182234299182892,0.1438602927327156,0.18408242404460906,0.1704672834387532,0.1683249479090726,0.181093775011875
17,0.21682191967964173,0.2182592578508236,0.1687718254327774,0.15011151266098022,0.17882728374004364,0.1672965947676588,0.16330820929121087,0.17386392145245164
18,0.2151528993844986,0.23248084717326695,0.16748947060108185,0.14810154163837433,0.17826601815223694,0.18633773646972798,0.1610827029303268,0.1790654013554255
19,0.2184966195821762,0.22151796850893232,0.17154164493083954,0.1481093620657921,0.1799488538503647,0.17590097807071828,0.15327203466936393,0.17468557092878553
20,0.214643035531044,0.22191042756592785,0.16633644914627074,0.14931559175252915,0.1780428066253662,0.1725038695666525,0.16141909857590994,0.17577329057234306
21,0.21317480850219728,0.22336412911061887,0.16486637818813324,0.14859400391578675,0.17730046749114992,0.17710092084275353,0.1558496676109455,0.17546195012551766
22,0.21291954469680785,0.21742497274169215,0.16534321749210357,0.14663583558797835,0.17729513168334962,0.16468368056747648,0.16659494627405097,0.1738930328024758
23,0.21127084696292878,0.21928274465931785,0.16244512152671814,0.14879458278417587,0.1764029520750046,0.16868061048013192,0.16344377177732963,0.17391061341321026
24,0.21043389999866485,0.22239368546892097,0.1615454488992691,0.14901137709617615,0.17549556815624237,0.17519115739398533,0.15832374272523103,0.1742091703194159
25,0.21049573135375976,0.22137006123860678,0.16091228485107423,0.15048162442445756,0.17570880758762358,0.1719849854707718,0.1623886721553626,0.17421322840231437
26,0.21054594588279724,0.21714608371257782,0.16090461111068727,0.1503080046772957,0.17606771898269652,0.16556583482910087,0.16365366180737814,0.17384633090760973
27,0.21016802632808684,0.2203900024846748,0.1611466627717018,0.1485934237241745,0.175957777261734,0.17205399964694623,0.15823370080303262,0.17494029468960232
28,0.2095587649345398,0.23883593799891295,0.15958418083190917,0.15105475533008575,0.17511136484146117,0.1970504210503013,0.15702346491592903,0.17931198797844075
29,0.20866322660446168,0.21638235560169927,0.15942340123653412,0.14889475870132446,0.17466138958930968,0.16383809679084355,0.16592899240829326,0.17305662400192684
30,0.20984331154823302,0.22962102735484088,0.1601802456974983,0.14991636276245118,0.17580742859840393,0.18500399975864976,0.15732830983621102,0.17639910126173938
31,0.20856302785873412,0.22397419258400245,0.15842933106422424,0.15071661251783372,0.1748250299692154,0.17308163118583184,0.16629694954112725,0.17642654147413042
32,0.2065637722015381,0.22189267255641795,0.15631795787811278,0.14969322085380554,0.17411077809333803,0.17158769153886372,0.16428210889851605,0.17498883605003357
33,0.20931480836868285,0.22115052022315837,0.15883674669265746,0.15149330401420594,0.17560364520549773,0.17228558080063927,0.16037655980498702,0.17479214348174907
34,0.2061915954351425,0.21846960374602564,0.15655175137519836,0.14801253116130828,0.17400536060333252,0.16909599469767678,0.16096588444930535,0.1727087950264966
35,0.2069288476705551,0.22092258985395785,0.15656460386514665,0.1498664792776108,0.17457893323898316,0.17036963861297677,0.16489185282477625,0.17398761488773204
36,0.20519382357597352,0.22199276586373648,0.1543433550596237,0.15052028250694274,0.1733246295452118,0.16869261474521072,0.16973636271776976,0.1766234106487698
37,0.20641792786121368,0.2196276099593551,0.15591852927207947,0.15080565857887268,0.17344419026374816,0.17192287743091583,0.15694661797196777,0.17399202618334028
38,0.20605290472507476,0.21942877714280729,0.155945001244545,0.1490880602002144,0.17388327634334563,0.16899675489575774,0.163287328073272,0.17381615881566648
